insercao,0,1,3,7,11,14,15,16,18,22,25,26,36,48,51,56,60,63,67,83,85,92,104,105,106,112,115,117,118,123,128,132,133,135,137,138,151,157,160,163,172,190,193,196,198,200,202,206,207,210,212,214,218,219,220,221,228,230,235,236,237,238,239,240,241,242,245,246,263,264,265,266,268,269,270,271,272,275,276,277,278,311,313,332,334,335,339,347,348,349,353,354,355,357,371,373,374,377,378,381,383,385,388,389,391,393,394,404,417,429,430,432,433,442,443,446,448,450,452,454,455,456,457,458,459,460,461,462,463,464,465,466,471,472,473,478,479,480,481,488,493,581,785,787,788,792,804,817,818,823,848,849,853,861,865,866,867,869,870,871,873,884,888,889,892,893,897,898,900,901,928,940,941,944,945,947,960,961,968,970,973,977,978,979,980,981,982,985,987,988,990,1003,1008,1009,1010,1011,1013,1015,1017,1042,1044,1045,1046,1047,1049,1050,1051,1052,1053,1055,1059,1060,1061,1062,1063,2001,2002,2004,2007,2009,10953,10961,10964,10966,11002,11008,11009,11010,11011,11012,11013,11014,11015,11017,11018,11019,11020,11021,11022,11024,11025,11373,11374,11375,11376,11377,11378,11379,11380,11381,11382,11383,11384,11385,11394,11395,11401,11402,11403,11404,11405,11406,11407,11408,11409,11411,11415,11423,11425,11426,11795,11796,11801,11877,11878,11879,11975,11983,12028,12037,12038,12040,12065,12066,12067,12068,12092,12097,12098,12099,12100,12101,12106,12115,12142,12143,12150,12151,12164,12167,12168,12169,12172,12174,12175,12176,12178,12185,12186,12189,12202,12205,12209,12213,12214,12215,12252,12253,12255,12258,12259,12260,12261,12265,12266,12267,12268,12269,12270,12271,12272,12281,12282,12283,12285,12287,12288,12290,12291,12293,12295,12296,12300,12302,12303,12305,12306,12307,12308,12311,12313,12315,12318,12319,12325,12329,12330,12387,12430,12431,12444,12447,12449,12451,12452,12453,12455,12457,12467,12472,12474,12536,12548,12614,12615,12619,12621,12624,12646,12648,12737,12740,12743,12744,12749,12750,12751,12752,12753,50001,50006,50025,50035,50069,50073,50074,70345,83001,83002,100000,104663,200000,300000,400000,603103,99999999
0,2392,0,30,0,0,0,0,18,16,1,0,208,96,97,211,0,221,0,5,0,233,247,2,0,3,0,0,0,5,161,0,784,0,115,44,0,0,0,0,0,1,2,0,6,2,0,0,0,0,0,0,0,0,6,3,2,0,0,0,0,0,0,0,0,0,0,27,736,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,1,0,9,0,3,0,0,6,5,0,0,0,6,2,0,0,109,352,7,0,0,1,0,0,0,0,59,173,0,29,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,4,0,0,0,0,0,1,29,0,6,0,39,26,47,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,161,0,0,104,350,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,618,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1,0,23978,14152,0,0,31301,0,0,0,24,0,294,0,47,15497,4,2852,2,2421,0,6115,83,0,9,50,1,0,0,2,1172,0,8923,0,71,10,0,0,0,0,0,0,12,278,7,30,55,0,0,1,0,0,0,3,556,171,662,1,0,1,0,0,0,0,0,0,0,18,2352,0,10,0,10,1,5,17,2,41,7,2,0,0,4,0,60,15,0,17,0,0,0,0,0,0,0,1,0,0,1,0,4,0,45,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,9,1,16,1,27,4,2,15,0,11,1,0,33,12,0,0,0,3,0,0,0,10259,4862,145,40,1,4,18,0,0,0,327,17,0,106,0,0,0,0,0,9,0,0,0,4,2,3,0,71,0,0,0,1,1,0,12,0,0,9,0,573,0,0,0,8,5,26,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,112,0,0,0,57,0,291,0,0,0,0,0,0,0,0,0,0,58,0,0,365,65,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,1268,5028,0,0,3575,0,31,10,10,13,1103,71,3364,75068,0,2748,1,653,0,3649,212,8,0,28,0,3,0,6,870,0,3588,0,76,23,0,0,0,1,0,1,5,84,3,1,2,0,0,0,0,0,0,2,14,6,8,0,0,0,0,0,0,1,0,0,0,9,87,0,0,0,0,1,1,1,0,1,1,0,1,0,7,0,40,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2,0,0,3,0,0,0,0,19,0,0,0,1920,1949,129,3,0,1,1,0,0,0,18,115,0,15,0,0,0,0,0,0,3,0,0,1,0,27,0,8,0,0,1,0,2,0,6,0,0,1,0,1573,0,0,1,1,2,1,13,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,390,0,0,0,2,0,36,0,0,0,0,0,0,0,0,0,0,138,0,0,220,442,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,33205,8667,0,1,259987,0,0,5,289,3,636,104,3096,7352,1,23075,0,5401,1,7157,1034,0,183,744,2,6,0,40,4541,0,14256,0,229,71,0,0,0,6,0,0,29,516,55,40,51,0,0,1,0,0,0,22,397,293,266,0,0,2,0,0,0,0,0,0,0,26,6145,0,7,0,0,2,7,2,0,46,14,8,2,0,13,0,147,39,0,50,1,1,0,0,0,0,0,1,0,0,3,2,6,1,170,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1,8,119,56,12,39,0,112,1,0,128,10,0,0,1,52,0,0,1,9616,14613,161,0,0,61,9,3,0,0,694,73,0,140,5,1,0,0,0,8,0,0,0,15,7,53,0,116,0,0,8,0,31,0,12,0,0,3,0,1282,0,3,6,78,64,89,17,9,3,0,0,0,0,0,0,0,7,4,1,0,0,2,0,0,2,0,480,0,0,0,41,1,5107,0,0,0,0,0,0,0,0,0,0,479,2,0,882,4895,0,1,5,0,2,0,1,1,8,0,11,83,0,0,0,0,1,0,0,6,0,0,1,3301,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0
15,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,7,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,11,0,8,0,0,0,2,120,6,0,0,161,3,556,24,0,91,0,9,0,107,307,2,0,0,0,0,0,0,281,0,117,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,113,103,0,0,0,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,8,0,7,0,0,5,1,21,615,4,0,41,46,600,269,0,93,0,18,0,167,351,2,0,1,0,0,0,17,136,0,777,0,63,19,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,11,3,1,1,0,0,0,0,0,0,0,0,0,0,10,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,298,133,0,0,0,0,0,0,0,0,74,212,0,9,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,7,2,12,1,119,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
